name,email,phone,score,attendance,passed,dropped_reason
Dominic Smith,dominicsmith@hotmail.com,+449098790941,100,82,True,
Denis Brown,denisbrown@yahoo.com,+44(0)131 496 0093,89,88,True,
Marilyn Bull,marilynbull@hotmail.com,(0117) 4960352,92,92,True,
Bradley Morris,bradleymorris@gmail.com,+44(0)292018433,82,70,True,
Dylan Sutton,dylansutton@hotmail.com,+44(0)113 4960993,75,77,True,
Clare Simpson,claresimpson@yahoo.com,(0115)4960701,82,71,True,
Stacey Wall,staceywall@gmail.com,01214960508,69,91,True,
Rachel Gibbs,rachelgibbs@gmail.com,+44(0)114 4960790,56,82,False,Low score
Cheryl Jackson,cheryljackson@yahoo.com,0117 496 0242,85,84,True,
Francesca Jones,francescajones@yahoo.com,0117 4960077,58,72,False,Low score
Kayleigh Thornton,kayleighthornton@hotmail.com,(0306)9990634,75,66,False,Low attendance
Donald Joyce,donaldjoyce@hotmail.com,(0161) 4960360,75,85,True,
Gareth Phillips,garethphillips@yahoo.com,+44116 4960286,52,100,False,Low score
Eric Brown,ericbrown@gmail.com,+44(0)117 496 0863,86,67,False,Low attendance
Kyle Webster,kylewebster@hotmail.com,+44141 4960104,61,78,True,
Edward King,edwardking@hotmail.com,01914960555,85,83,True,
Shane Gordon,shanegordon@gmail.com,0141 4960338,64,65,False,Low attendance
Diane Hobbs,dianehobbs@yahoo.com,+44(0)118 4960402,87,67,False,Low attendance
Alex Marsh,alexmarsh@yahoo.com,+44115 496 0784,88,68,False,Low attendance
Jake Hargreaves,jakehargreaves@hotmail.com,+44808 157 0117,90,67,False,Low attendance
Beth O'Brien,betho'brien@gmail.com,+44(0)141 496 0057,56,67,False,Low score and Low attendance
Kayleigh Stone,kayleighstone@gmail.com,0118 496 0856,75,78,True,
Trevor Simmons,trevorsimmons@yahoo.com,+44808 1570705,79,92,True,
Kevin Butler,kevinbutler@yahoo.com,+44151 496 0332,54,99,False,Low score
Jonathan Gill,jonathangill@gmail.com,(0116)4960869,78,97,True,
Annette Pritchard,annettepritchard@yahoo.com,+44121 496 0561,88,92,True,
Brandon Dickinson,brandondickinson@yahoo.com,(0121)4960032,95,98,True,
Abigail Richardson,abigailrichardson@gmail.com,+441914960955,93,73,True,
Robin Dobson,robindobson@hotmail.com,(01632) 960475,50,66,False,Low score and Low attendance
Alexandra White,alexandrawhite@hotmail.com,+44(0)151 4960168,67,100,True,
Valerie Taylor,valerietaylor@yahoo.com,+44(0)20 74960364,94,85,True,
Antony Bailey,antonybailey@yahoo.com,+441184960918,80,69,False,Low attendance
Kathryn Hunt,kathrynhunt@yahoo.com,(0118) 4960707,56,76,False,Low score
Maurice Brady,mauricebrady@gmail.com,+44(0)151 496 0431,50,77,False,Low score
Carole Owen,caroleowen@hotmail.com,+44(0)292018352,90,68,False,Low attendance
Margaret Lord,margaretlord@gmail.com,+44141 4960437,84,81,True,
Donald Walker,donaldwalker@hotmail.com,(0909) 879 0920,53,80,False,Low score
Cameron Cameron,cameroncameron@yahoo.com,+441144960530,66,66,False,Low attendance
Joanne Powell,joannepowell@hotmail.com,020 7946 0325,92,69,False,Low attendance
Dominic Jones,dominicjones@hotmail.com,(0808) 1570182,79,73,True,
Sheila Turner,sheilaturner@gmail.com,(0161) 496 0344,63,74,True,
Victoria Hill,victoriahill@gmail.com,(0116)4960994,67,70,True,
Jasmine Wood,jasminewood@yahoo.com,+44113 496 0880,89,95,True,
Brian Briggs,brianbriggs@gmail.com,+441514960359,56,95,False,Low score
Kenneth Gregory,kennethgregory@gmail.com,0116 496 0751,79,78,True,
Sean Taylor,seantaylor@hotmail.com,0114 496 0694,89,100,True,
Lisa Williams,lisawilliams@yahoo.com,+44(0)808 157 0396,62,89,True,
Jordan Morton,jordanmorton@hotmail.com,(0113) 496 0359,81,70,True,
Jean Knowles,jeanknowles@yahoo.com,0113 4960370,73,82,True,
Naomi Marshall,naomimarshall@hotmail.com,+44(0)161 4960224,75,90,True,
Donna Williams,donnawilliams@hotmail.com,+44(0)115 4960039,84,88,True,
Reece Smith,reecesmith@yahoo.com,0113 496 0886,95,68,False,Low attendance
Wayne Cox,waynecox@gmail.com,+44(0)1614960787,89,100,True,
Tony Bolton,tonybolton@gmail.com,+44(0)29 2018979,97,82,True,
Vanessa Hamilton,vanessahamilton@yahoo.com,0131 4960532,78,92,True,
Charles Evans,charlesevans@yahoo.com,+44(0)1914960246,97,89,True,
Lawrence Newton,lawrencenewton@hotmail.com,+44(0)118 4960020,80,94,True,
Elizabeth Thomas,elizabeththomas@yahoo.com,+44(0)116 496 0727,67,65,False,Low attendance
Phillip Davey,phillipdavey@gmail.com,0131 496 0149,80,98,True,
Nicholas Holt,nicholasholt@gmail.com,+44(0)118 4960394,99,89,True,
Martin Sharp,martinsharp@gmail.com,(0117)4960988,72,87,True,
Josh King,joshking@yahoo.com,028 9018 0425,64,98,True,
Gerard Cooke,gerardcooke@yahoo.com,+44(0)113 496 0316,85,91,True,
Catherine Wood,catherinewood@gmail.com,+44(0)161 4960953,51,83,False,Low score
Tracey Moore,traceymoore@yahoo.com,+441514960014,50,86,False,Low score
Mark Lloyd,marklloyd@gmail.com,+441184960775,96,76,True,
Douglas Smith,douglassmith@yahoo.com,(0116) 4960143,78,75,True,
Philip Begum,philipbegum@gmail.com,+44131 4960331,65,66,False,Low attendance
Lauren Gray,laurengray@yahoo.com,03069990885,55,92,False,Low score
Colin Harris,colinharris@hotmail.com,+44(0)161 496 0395,52,79,False,Low score
Stacey Chadwick,staceychadwick@yahoo.com,+44(0)117 4960313,84,80,True,
Karl Gilbert,karlgilbert@yahoo.com,+44(0)191 496 0140,89,100,True,
Leon Barker,leonbarkerQ@hotmail.com,(028) 9018354,67,95,True,
David Smith,davidsmith@gmail.com,+44115 4960635,92,97,True,
Mohamed Turner,mohamedturner@hotmail.com,+44808 1570999,89,88,True,
Hollie Graham,holliegraham@yahoo.com,(029) 2018 0037,57,98,False,Low score
Marilyn Khan,marilynkhan@hotmail.com,0116 496 0907,51,100,False,Low score
Lynne Dobson,lynnedobson@gmail.com,(0121) 4960159,92,76,True,
Joan Morgan,joanmorgan@yahoo.com,+44141 496 0151,76,90,True,
Rosemary Sharpe,rosemarysharpe@hotmail.com,+44(0)292018390,73,80,True,
Harry Rowe,harryrowe@hotmail.com,(0808)1570911,84,89,True,
Susan Perry,susanperry@yahoo.com,+44306 999 0473,98,82,True,
Georgina Andrews,georginaandrews@yahoo.com,0131 496 0190,100,86,True,
Lisa Hill,lisahill@hotmail.com,03069990400,56,92,False,Low score
